MLS Number,Street Number,Street Name,Street Suffix,City/Location,Zip Code,County,List Price,Subdivision,Market Area,School District,School Elementary,School Middle,School High,Building SqFt,Price Sq Ft List,Year Built,Bedrooms,Baths Full,Baths Half,Baths Total,Stories,DOM,CDOM
21395741,505,E 40th 1/2 A,Street,Houston,77022,Harris,"$359,900 ",Willadale Landing,Northwest Houston,27 - Houston,BURRUS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1800,$199.94 ,2023,3,2,1,2.1,2,71,71
71488355,410,East 43rd,Street,Houston,77022,Harris,"$397,000 ",Jodys Place,Northwest Houston,27 - Houston,BURRUS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1620,$245.06 ,2023,3,2,1,2.1,2,83,86
62488907,727,40th,Street,Houston,77022,Harris,"$410,000 ",Independence Heights Park,Northwest Houston,27 - Houston,BURRUS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1939,$211.45 ,2023,3,2,1,2.1,2,9,323
89193307,3508a,Omega,Street,Houston,77022,Harris,"$415,000 ",Lincoln Heights,Northwest Houston,27 - Houston,BURRUS ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),WASHINGTON HIGH SCHOOL,2176,$190.72 ,2023,3,2,1,2.1,2,1,214
4460549,1407,33rd,Street,Houston,77022,Harris,"$415,000 ",Bellavista Add,Northwest Houston,27 - Houston,BURRUS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1828,$227.02 ,2020,3,2,1,2.1,2,2,31
95551279,1503,31st,Street,Houston,77022,Harris,"$429,000 ",East Independence Heights,Northwest Houston,27 - Houston,BURRUS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1802,$238.07 ,2023,3,3,1,3.1,2,23,23
15120043,1505,31st,Street,Houston,77022,Harris,"$429,990 ",East Independence Heights,Northwest Houston,27 - Houston,BURRUS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1802,$238.62 ,3180,3,3,1,3.1,2,10,10
27672189,1401,33rd,Street,Houston,77022,Harris,"$443,740 ",Independence Heights,Northwest Houston,27 - Houston,BURRUS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,2017,$220.00 ,2023,3,3,1,3.1,3,220,220
4264890,3306,Bella Vista,Street,Houston,77022,Harris,"$449,900 ",Independence Heights,Northwest Houston,27 - Houston,BURRUS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,2024,$222.28 ,2023,3,3,1,3.1,3,213,213
97841023,5807,Texas,Street,Houston,77011,Harris,"$389,999 ",Young Mens,East End Revitalized,27 - Houston,CAGE ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),AUSTIN HIGH SCHOOL (HOUSTON),1638,$238.09 ,2022,3,2,1,2.1,1,111,111
83654141,5205,Texas,Avenue,Houston,77011,Harris,"$439,000 ",Eastwood,East End Revitalized,27 - Houston,CAGE ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),AUSTIN HIGH SCHOOL (HOUSTON),1803,$243.48 ,2023,3,2,1,2.1,2,18,18
38401863,5207,Texas,Avenue,Houston,77011,Harris,"$439,000 ",Eastwood,East End Revitalized,27 - Houston,CAGE ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),AUSTIN HIGH SCHOOL (HOUSTON),1803,$243.48 ,2023,3,2,1,2.1,2,25,25
27771297,5237,Hillman,Street,Houston,77023,Harris,"$369,900 ",Eastwood,East End Revitalized,27 - Houston,CAGE ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),AUSTIN HIGH SCHOOL (HOUSTON),1857,$199.19 ,2023,3,2,1,2.1,2,67,67
65307585,5043,Jefferson,Street,Houston,77023,Harris,"$399,777 ",Moguns in Paradise,East End Revitalized,27 - Houston,CAGE ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),AUSTIN HIGH SCHOOL (HOUSTON),1900,$210.41 ,2023,3,2,1,2.1,2,134,227
92481274,5230,Hillman,Street,Houston,77023,Harris,"$429,999 ",Beverly Park,East End Revitalized,27 - Houston,CAGE ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),AUSTIN HIGH SCHOOL (HOUSTON),1950,$220.51 ,2019,3,2,0,2,1,47,84
35236555,1906,Honey Mound,Drive,Houston,77080,Harris,"$394,995 ",Knoll Court,Spring Branch,49 - Spring Branch,CEDAR BROOK ELEMENTARY SCHOOL,SPRING WOODS MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,1395,$283.15 ,2023,3,2,0,2,2,147,147
69294495,1914,Honey Mound,Drive,Houston,77080,Harris,"$399,995 ",Knoll Court,Spring Branch,49 - Spring Branch,CEDAR BROOK ELEMENTARY SCHOOL,SPRING WOODS MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,1404,$284.90 ,2023,3,2,1,2.1,2,146,146
87188550,1908,Honey Mound,Drive,Houston,77080,Harris,"$399,995 ",Knoll Court,Spring Branch,49 - Spring Branch,CEDAR BROOK ELEMENTARY SCHOOL,SPRING WOODS MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,1422,$281.29 ,2023,3,2,1,2.1,2,148,148
15927436,12406,Seybold Cove,Drive,Houston,77044,Harris,"$351,439 ",Lakewood Pines Trails,Summerwood/Lakeshore,29 - Humble,CENTENNIAL ELEMENTARY SCHOOL (HUMBLE),WEST LAKE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,2646,$132.82 ,2023,4,2,1,2.1,2,99,99
72615805,12935,Basswood Summit,Drive,Houston,77044,Harris,"$354,995 ",Lakewood Pines,Summerwood/Lakeshore,29 - Humble,CENTENNIAL ELEMENTARY SCHOOL (HUMBLE),AUTUMN RIDGE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,2398,$148.04 ,2023,3,2,0,2,1,181,181
45192325,15302,Rosehill Summit,Lane,Houston,77044,Harris,"$360,000 ",Lakewood Pines Sec 7,Summerwood/Lakeshore,29 - Humble,CENTENNIAL ELEMENTARY SCHOOL (HUMBLE),WEST LAKE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,2927,$122.99 ,2018,3,2,1,2.1,2,36,36
12095655,15307,Silver Breeze,Lane,Houston,77044,Harris,"$364,584 ",Lakewood Pines,Summerwood/Lakeshore,29 - Humble,CENTENNIAL ELEMENTARY SCHOOL (HUMBLE),WEST LAKE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,2478,$147.13 ,2023,3,2,1,2.1,2,91,91
67131398,15527,Fellswood,Drive,Houston,77044,Harris,"$364,995 ",Lakewood Pines West,Summerwood/Lakeshore,29 - Humble,CENTENNIAL ELEMENTARY SCHOOL (HUMBLE),WEST LAKE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,2646,$137.94 ,2023,4,2,1,2.1,2,12,12
19125861,12806,Mossy Knoll,Drive,Houston,77044,Harris,"$372,174 ",Lakewood Pines,Summerwood/Lakeshore,29 - Humble,CENTENNIAL ELEMENTARY SCHOOL (HUMBLE),WEST LAKE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,2478,$150.19 ,2023,3,2,1,2.1,2,74,74
7772611,12014,Fletching Stone,Lane,Houston,77044,Harris,"$379,990 ",Balmoral East,Summerwood/Lakeshore,29 - Humble,CENTENNIAL ELEMENTARY SCHOOL (HUMBLE),WEST LAKE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,2795,$135.95 ,2023,4,3,1,3.1,2,56,56
95996953,12218,English Mist,Drive,Houston,77044,Harris,"$379,990 ",Balmoral East,Summerwood/Lakeshore,29 - Humble,CENTENNIAL ELEMENTARY SCHOOL (HUMBLE),WEST LAKE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,1990,$190.95 ,2023,4,3,0,3,1,115,115
55526485,15634,Carberry Hills,Court,Houston,77044,Harris,"$380,000 ",Lakewood Pines Sec 4,Summerwood/Lakeshore,29 - Humble,CENTENNIAL ELEMENTARY SCHOOL (HUMBLE),WEST LAKE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,3443,$110.37 ,2017,4,3,1,3.1,2,54,144
46585838,15306,Running Arabian,Lane,Houston,77044,Harris,"$381,606 ",Lakewood Pines,Summerwood/Lakeshore,29 - Humble,CENTENNIAL ELEMENTARY SCHOOL (HUMBLE),WEST LAKE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,2715,$140.55 ,2023,4,2,1,2.1,2,47,47
92281622,15031,Wiltshire Castle,Lane,Houston,77044,Harris,"$384,990 ",Balmoral East,Summerwood/Lakeshore,29 - Humble,CENTENNIAL ELEMENTARY SCHOOL (HUMBLE),WEST LAKE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,2795,$137.74 ,2023,4,3,1,3.1,2,56,56
27674658,12338,English Mist,Drive,Houston,77044,Harris,"$384,990 ",Balmoral East,Summerwood/Lakeshore,29 - Humble,CENTENNIAL ELEMENTARY SCHOOL (HUMBLE),WEST LAKE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,2032,$189.46 ,2023,4,3,0,3,1,74,74
26727717,15419,Rosehill Summit,Lane,Houston,77044,Harris,"$384,999 ",Lakewood Pines Sec 7,Summerwood/Lakeshore,29 - Humble,CENTENNIAL ELEMENTARY SCHOOL (HUMBLE),WEST LAKE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,2885,$133.45 ,2018,4,2,1,2.1,2,57,57
41566746,12209,Derby Royal,Drive,Houston,77044,Harris,"$398,990 ",Balmoral East,Summerwood/Lakeshore,29 - Humble,CENTENNIAL ELEMENTARY SCHOOL (HUMBLE),WEST LAKE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,2190,$182.19 ,2023,4,3,0,3,1,74,74
44560641,15027,Crown Manor,Drive,Houston,77044,Harris,"$399,990 ",Balmoral,Summerwood/Lakeshore,29 - Humble,CENTENNIAL ELEMENTARY SCHOOL (HUMBLE),WEST LAKE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,2817,$141.99 ,2023,4,3,1,3.1,2,55,55
93326281,15403,Surrey Pines,Lane,Houston,77044,Harris,"$407,990 ",Balmoral East,Summerwood/Lakeshore,29 - Humble,CENTENNIAL ELEMENTARY SCHOOL (HUMBLE),WEST LAKE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,2488,$163.98 ,2023,3,3,0,3,2,75,75
8997821,12317,Derby Royal,Drive,Houston,77044,Harris,"$411,990 ",Balmoral East,Summerwood/Lakeshore,29 - Humble,CENTENNIAL ELEMENTARY SCHOOL (HUMBLE),AUTUMN RIDGE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,2672,$154.19 ,2023,4,3,0,3,2,325,325
78709877,15026,Timberson Ridge Lane,,Houston,77090,Harris,"$358,990 ",Eagle Landing,1960/Cypress Creek South,48 - Spring,CLARK ELEMENTARY SCHOOL (SPRING),BAMMEL MIDDLE SCHOOL,ANDY DEKANEY H S,2719,$132.03 ,2023,4,2,1,2.1,2,27,27
73391370,15038,Timberson Ridge Lane,,Houston,77090,Harris,"$358,990 ",Eagle Landing,1960/Cypress Creek South,48 - Spring,CLARK ELEMENTARY SCHOOL (SPRING),BAMMEL MIDDLE SCHOOL,ANDY DEKANEY H S,2719,$132.03 ,2023,4,2,1,2.1,2,111,111
22974378,15014,Timberson Ridge Lane,,Houston,77090,Harris,"$367,170 ",Eagle Landing,1960/Cypress Creek South,48 - Spring,CLARK ELEMENTARY SCHOOL (SPRING),BAMMEL MIDDLE SCHOOL,ANDY DEKANEY H S,2620,$140.14 ,2023,4,3,1,3.1,2,27,27
46750989,15034,Timberson Ridge Lane,,Houston,77090,Harris,"$378,060 ",Eagle Landing,1960/Cypress Creek South,48 - Spring,CLARK ELEMENTARY SCHOOL (SPRING),BAMMEL MIDDLE SCHOOL,ANDY DEKANEY H S,2785,$135.75 ,2023,4,2,1,2.1,2,27,27
85188896,8506,Wileyvale,Road,Houston,77016,Harris,"$380,000 ",Wileyvale Point,Northside,27 - Houston,COOK ELEMENTARY SCHOOL (HOUSTON),KEY MIDDLE SCHOOL,KASHMERE HIGH SCHOOL,1804,$210.64 ,2023,4,4,0,4,1,1,1
87438920,8508,Wileyvale,Road,Houston,77016,Harris,"$380,000 ",Wileyvale Point,Northside,27 - Houston,COOK ELEMENTARY SCHOOL (HOUSTON),KEY MIDDLE SCHOOL,KASHMERE HIGH SCHOOL,1804,$210.64 ,2023,4,4,0,4,1,1,1
20084349,17726,Eavesdown,Court,Houston,77095,Harris,"$449,000 ",Copper Lakes Sec 17,Copperfield Area,13 - Cypress-Fairbanks,COPELAND ELEMENTARY SCHOOL (CYPRESS-FAIRBANKS),ARAGON MIDDLE SCHOOL,LANGHAM CREEK HIGH SCHOOL,2546,$176.36 ,2013,4,2,1,2.1,1,41,51
57544548,1906,Pueblo Nuevo,Path,Houston,77077,Harris,"$445,000 ",Reflections,Energy Corridor,27 - Houston,DAILY ELEMENTARY SCHOOL,WEST BRIAR MIDDLE SCHOOL,WESTSIDE HIGH SCHOOL,2428,$183.28 ,2018,3,3,1,3.1,3,11,11
63720016,7411,Garden,Street,Houston,77012,Harris,"$395,000 ",Southmayd Park,East End Revitalized,27 - Houston,DAVILA ELEMENTARY SCHOOL,DEADY MIDDLE SCHOOL,MILBY HIGH SCHOOL,2462,$160.44 ,2015,4,3,0,3,1,100,100
40340850,1003,74th,Street,Houston,77011,Harris,"$384,990 ",Magnolia Park Sec 02,East End Revitalized,27 - Houston,DE ZAVALA ELEMENTARY SCHOOL (HOUSTON),EDISON MIDDLE SCHOOL,AUSTIN HIGH SCHOOL (HOUSTON),1450,$265.51 ,2023,3,2,1,2.1,3,26,91
87132021,7347,Avenue J,,Houston,77011,Harris,"$389,990 ",Magnolia Park Sec 02,East End Revitalized,27 - Houston,DE ZAVALA ELEMENTARY SCHOOL (HOUSTON),EDISON MIDDLE SCHOOL,AUSTIN HIGH SCHOOL (HOUSTON),1450,$268.96 ,2023,3,2,1,2.1,3,26,67
97961475,2213,Staples,Street,Houston,77026,Harris,"$384,900 ",Bayou City Investment Homes at Staples,Denver Harbor,27 - Houston,DOGAN ELEMENTARY SCHOOL,FLEMING MIDDLE SCHOOL,WHEATLEY HIGH SCHOOL,1841,$209.07 ,2023,3,2,1,2.1,3,21,21
34962831,2211,Staples,Street,Houston,77026,Harris,"$384,900 ",Bayou City Investment Homes at Staples,Denver Harbor,27 - Houston,DOGAN ELEMENTARY SCHOOL,FLEMING MIDDLE SCHOOL,WHEATLEY HIGH SCHOOL,1841,$209.07 ,2023,3,2,1,2.1,3,21,21
47146171,14822,Burleson Bend,Drive,Houston,77049,Harris,"$425,000 ",New Forest West,North Channel,21 - Galena Park,DR SHIRLEY J WILLIAMSON ELEMENTARY SCHOOL,NORTH SHORE MIDDLE SCHOOL,NORTH SHORE SENIOR HIGH SCHOOL,3154,$134.75 ,2012,4,3,1,3.1,2,6,6
61792170,913,Oak,Street,Houston,77018,Harris,"$379,000 ",Oak Street Grove,Shepherd Park Plaza Area,27 - Houston,DURHAM ELEMENTARY SCHOOL,BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1948,$194.56 ,2019,3,3,0,3,3,21,21
35567507,814,Thornton,Road,Houston,77018,Harris,"$395,000 ",Thorton Lndg,Shepherd Park Plaza Area,27 - Houston,DURHAM ELEMENTARY SCHOOL,BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1629,$242.48 ,2019,3,2,1,2.1,2,25,25
93794163,803,Martin,Street,Houston,77018,Harris,"$399,900 ",Martin Street Place,Shepherd Park Plaza Area,27 - Houston,DURHAM ELEMENTARY SCHOOL,BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1861,$214.88 ,2022,3,3,1,3.1,3,5,660
91099627,4783,Summit St,,Houston,77018,Harris,"$404,900 ",Martin Street Place,Shepherd Park Plaza Area,27 - Houston,DURHAM ELEMENTARY SCHOOL,BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1732,$233.78 ,2022,3,2,1,2.1,2,5,660
93107851,4872,Brinkman,Street,Houston,77018,Harris,"$449,900 ",Brinkman Views,Shepherd Park Plaza Area,27 - Houston,DURHAM ELEMENTARY SCHOOL,BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,2007,$224.17 ,2022,3,3,1,3.1,3,23,376
31246426,4870,Brinkman,Street,Houston,77018,Harris,"$449,900 ",Brinkman Views,Shepherd Park Plaza Area,27 - Houston,DURHAM ELEMENTARY SCHOOL,BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,2007,$224.17 ,2022,3,3,1,3.1,3,23,376
41098246,4868,Brinkman,Street,Houston,77018,Harris,"$449,900 ",Brinkman Views,Shepherd Park Plaza Area,27 - Houston,DURHAM ELEMENTARY SCHOOL,BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,2007,$224.17 ,2022,3,3,1,3.1,3,23,376
31809305,4866,Brinkman,Street,Houston,77018,Harris,"$449,900 ",Brinkman Views,Shepherd Park Plaza Area,27 - Houston,DURHAM ELEMENTARY SCHOOL,BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,2007,$224.17 ,2022,3,3,1,3.1,3,23,376
47941921,4864,Brinkman,Street,Houston,77018,Harris,"$449,900 ",Brinkman Views,Shepherd Park Plaza Area,27 - Houston,DURHAM ELEMENTARY SCHOOL,BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,2007,$224.17 ,2022,3,3,1,3.1,3,23,376
97938363,2220,Harry Cooper Lane,,Houston,77055,Harris,"$379,700 ",Kolbe Park,Spring Branch,49 - Spring Branch,EDGEWOOD ELEMENTARY SCHOOL (SPRING BRANCH),LANDRUM MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,1760,$215.74 ,2023,3,2,1,2.1,2,13,139
98046581,2211,Penny Derrick Lane,,Houston,77055,Harris,"$389,700 ",Kolbe Park,Spring Branch,49 - Spring Branch,EDGEWOOD ELEMENTARY SCHOOL (SPRING BRANCH),LANDRUM MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,1817,$214.47 ,2023,3,3,1,3.1,3,13,187
34223924,2206,Penny Derrick Lane,,Houston,77055,Harris,"$391,700 ",Kolbe Park,Spring Branch,49 - Spring Branch,EDGEWOOD ELEMENTARY SCHOOL (SPRING BRANCH),LANDRUM MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,1817,$215.58 ,2023,3,3,1,3.1,3,13,113
73772173,2208,Penny Derrick Lane,,Houston,77055,Harris,"$393,700 ",Kolbe Park,Spring Branch,49 - Spring Branch,EDGEWOOD ELEMENTARY SCHOOL (SPRING BRANCH),LANDRUM MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,1817,$216.68 ,2023,3,3,1,3.1,3,13,134
71407814,2517,Hollister,Street,Houston,77080,Harris,"$350,000 ",Hollister Mdws Reserves A-D,Spring Branch,49 - Spring Branch,EDGEWOOD ELEMENTARY SCHOOL (SPRING BRANCH),SPRING WOODS MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,1582,$221.24 ,2021,3,2,1,2.1,2,33,33
71672447,8607,Cedar Brook Point,Drive,Houston,77080,Harris,"$400,000 ",Villas/Cedar Brook,Spring Branch,49 - Spring Branch,EDGEWOOD ELEMENTARY SCHOOL (SPRING BRANCH),LANDRUM MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,2237,$178.81 ,2018,3,2,1,2.1,2,4,4
75741556,532,Gazin,Street,Houston,77020,Harris,"$365,000 ",DENVER,Denver Harbor,27 - Houston,ELIOT ELEMENTARY SCHOOL,MCREYNOLDS MIDDLE SCHOOL,WHEATLEY HIGH SCHOOL,1700,$214.71 ,2023,3,2,1,2.1,2,15,15
36690198,3326,Dovetail Hollow,Lane,Houston,77365,Harris,"$415,000 ",Royal Brook/Kingwood Sec 7,Kingwood East,29 - Humble,ELM GROVE ELEMENTARY SCHOOL (HUMBLE),KINGWOOD MIDDLE SCHOOL,KINGWOOD PARK HIGH SCHOOL,2544,$163.13 ,2018,3,2,0,2,1,9,9
90064271,233,Castlegate,Lane,Houston,77065,Harris,"$375,000 ",Enclave/Castlebridge Pt R,1960/Cypress,13 - Cypress-Fairbanks,EMMOTT ELEMENTARY SCHOOL,CAMPBELL MIDDLE SCHOOL,CYPRESS RIDGE HIGH SCHOOL,1881,$199.36 ,2016,3,2,0,2,1,24,24
59256413,1003,Kern,Street,Houston,77009,Harris,"$429,900 ",Kern Villas,Heights/Greater Heights,27 - Houston,FIELD ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2051,$209.61 ,2016,3,2,1,2.1,4,282,282
95757412,3711,Dreyfus,Street,Houston,77021,Harris,"$359,000 ",Brick and Stone at Dreyfus,University Area,27 - Houston,FOSTER ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1750,$205.14 ,2023,3,2,1,2.1,2,63,63
12399445,4213,Faulkner,Street,Houston,77021,Harris,"$365,000 ",Fosters Place,University Area,27 - Houston,FOSTER ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,,,2023,3,2,1,2.1,2,302,307
98628766,4211,Faulkner,Street,Houston,77021,Harris,"$365,000 ",Fosters Place,University Area,27 - Houston,FOSTER ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,,,2023,3,2,1,2.1,2,302,307
56408573,4306,Idaho,Street,Houston,77021,Harris,"$369,999 ",Foster Place,University Area,27 - Houston,FOSTER ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1942,$190.52 ,2023,3,2,1,2.1,2,20,362
65931159,4310,Alice,Street,Houston,77021,Harris,"$371,000 ",FOSTER PLACE,University Area,27 - Houston,FOSTER ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1840,$201.63 ,2023,3,3,1,3.1,3,15,15
43284021,3729,Dreyfus,Street,Houston,77021,Harris,"$374,900 ",Southlawn,University Area,27 - Houston,FOSTER ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1769,$211.93 ,2023,3,2,1,2.1,2,19,180
3309108,3727,Dreyfus,Street,Houston,77021,Harris,"$374,900 ",Southlawn,University Area,27 - Houston,FOSTER ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1769,$211.93 ,2023,3,2,1,2.1,2,21,176
67643122,4308,Alice,Street,Houston,77021,Harris,"$377,000 ",FOSTER PLACE,University Area,27 - Houston,FOSTER ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1840,$204.89 ,2023,3,3,1,3.1,3,15,15
85943723,7108,Saint Augustine,Street,Houston,77021,Harris,"$389,000 ",FOSTER PLACE,University Area,27 - Houston,FOSTER ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1932,$201.35 ,2023,3,2,1,2.1,2,41,103
90504181,7118,Saint Augustine,Street,Houston,77021,Harris,"$389,900 ",Foster Place Partial Replat #3,University Area,27 - Houston,FOSTER ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,,,2023,3,2,1,2.1,2,41,41
48324978,7116,Saint Augustine,Street,Houston,77021,Harris,"$389,900 ",Foster Place Partial Replat #3,University Area,27 - Houston,FOSTER ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,,,2023,3,2,1,2.1,2,41,41
11358374,6904,Sidney,Street,Houston,77021,Harris,"$389,999 ",Foster Place,University Area,27 - Houston,FOSTER ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,2157,$180.81 ,2023,3,3,1,3.1,3,186,366
63633003,6630,England,Street,Houston,77021,Houston,"$394,000 ",Foster Place,University Area,27 - Houston,FOSTER ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1742,$226.18 ,2023,3,3,1,3.1,2,109,109
64463016,3610,Lehall,Street,Houston,77021,Harris,"$399,950 ",Southlawn,University Area,27 - Houston,FOSTER ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1800,$222.19 ,2023,3,3,0,3,3,17,72
46545683,6723,St Augustine,Street,Houston,77021,Harris,"$450,000 ",FOSTER PLACE PAR R/P,University Area,27 - Houston,FOSTER ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1950,$230.77 ,2023,3,3,1,3.1,3,202,202
74673768,10114,Early Spring,Drive,Houston,77064,Harris,"$369,000 ",Harvest Bend Sec 01,Willowbrook South,13 - Cypress-Fairbanks,FRANCONE ELEMENTARY SCHOOL,CAMPBELL MIDDLE SCHOOL,CYPRESS RIDGE HIGH SCHOOL,2548,$144.82 ,2023,4,3,1,3.1,2,35,216
73783930,6917,Sherman,Street,Houston,77011,Harris,"$350,000 ",Sherman Estates,East End Revitalized,27 - Houston,FRANKLIN ELEMENTARY SCHOOL (HOUSTON),EDISON MIDDLE SCHOOL,AUSTIN HIGH SCHOOL (HOUSTON),1950,$179.49 ,2022,3,2,1,2.1,2,3,3
37488236,12227,Queens River,Drive,Houston,77044,Harris,"$375,000 ",Village/Kings Lake,Northeast Houston,46 - Sheldon,GARRETT ELEMENTARY SCHOOL,MICHAEL R. NULL MIDDLE SCHOOL,CE KING HIGH SCHOOL,3116,$120.35 ,2012,5,2,1,2.1,2,22,22
41727355,6120,De Campo,Street,Houston,77091,Harris,"$355,000 ",Highland Trails,Northwest Houston,1 - Aldine,HARRIS ACADEMY,HOFFMAN MIDDLE SCHOOL,EISENHOWER HIGH SCHOOL,1757,$202.05 ,2023,4,2,1,2.1,2,32,32
17233394,6132,De Campo,Street,Houston,77091,Harris,"$359,000 ",Highland Trails,Northwest Houston,1 - Aldine,HARRIS ACADEMY,HOFFMAN MIDDLE SCHOOL,EISENHOWER HIGH SCHOOL,1761,$203.86 ,2023,3,2,1,2.1,2,245,245
68438595,6616,Goldspier,Street,Houston,77091,Harris,"$359,990 ",CUBICA CARMEL,Northwest Houston,1 - Aldine,HARRIS ACADEMY,HOFFMAN MIDDLE SCHOOL,EISENHOWER HIGH SCHOOL,1777,$202.58 ,2023,3,3,1,3.1,3,21,21
2598356,6614,Goldspier,Street,Houston,77091,Harris,"$359,990 ",CUBICA CARMEL,Northwest Houston,1 - Aldine,HARRIS ACADEMY,HOFFMAN MIDDLE SCHOOL,EISENHOWER HIGH SCHOOL,1777,$202.58 ,2023,3,3,1,3.1,3,48,48
